put,{apiRoot}/3gpp-pfd-management/v1/{scsAsId}/transactions/{transactionId}/applications/{appId},Update PFDs at individual application level.
patch,{apiRoot}/3gpp-pfd-management/v1/{scsAsId}/transactions/{transactionId}/applications/{appId},Update PFDs at individual application level.
delete,{apiRoot}/3gpp-pfd-management/v1/{scsAsId}/transactions/{transactionId}/applications/{appId},Delete PFDs at individual application level.
get,{apiRoot}/3gpp-racs-pp/v1/{scsAsId}/provisionings,Read all RACS parameter provisionings for a given AF.
post,{apiRoot}/3gpp-racs-pp/v1/{scsAsId}/provisionings,Create a new RACS parameter provisioning.
get,{apiRoot}/3gpp-racs-pp/v1/{scsAsId}/provisionings/{provisioningId},Read an existing RACS parameter provisioning.
patch,{apiRoot}/3gpp-racs-pp/v1/{scsAsId}/provisionings/{provisioningId},Modify some properties in an existing RACS parameter provisioning.
put,{apiRoot}/3gpp-racs-pp/v1/{scsAsId}/provisionings/{provisioningId},Modify all properties in an existing RACS parameter provisioning.
delete,{apiRoot}/3gpp-racs-pp/v1/{scsAsId}/provisionings/{provisioningId},Delete a RACS parameter provisioning.
get,{apiRoot}/3gpp-net-stat-report/v1/{scsAsId}/subscriptions,Read all network status reporting subscription resources for a given SCS/AS.
post,{apiRoot}/3gpp-net-stat-report/v1/{scsAsId}/subscriptions,Create a new network status reporting subscription resource.
get,{apiRoot}/3gpp-net-stat-report/v1/{scsAsId}/subscriptions/{subscriptionId},Read an active network status reporting subscription resource.
put,{apiRoot}/3gpp-net-stat-report/v1/{scsAsId}/subscriptions/{subscriptionId},Modify an existing subscription resource to update a subscription.
patch,{apiRoot}/3gpp-net-stat-report/v1/{scsAsId}/subscriptions/{subscriptionId},Modify an existing Individual Network Status Reporting Subscription resource.
delete,{apiRoot}/3gpp-net-stat-report/v1/{scsAsId}/subscriptions/{subscriptionId},Delete an existing continuous network status reporting subscription resource.
get,{apiRoot}/3gpp-bdt/v1/{scsAsId}/subscriptions,Fetch all active background data transfer subscription resources for a given SCS/AS.
post,{apiRoot}/3gpp-bdt/v1/{scsAsId}/subscriptions,Creates a new background data transfer subscription resource.
get,{apiRoot}/3gpp-bdt/v1/{scsAsId}/subscriptions/{subscriptionId},Read a background data transfer subscription resource.
put,{apiRoot}/3gpp-bdt/v1/{scsAsId}/subscriptions/{subscriptionId},Update a background data transfer subscription resource for negotiation of background data transfer policy.
patch,{apiRoot}/3gpp-bdt/v1/{scsAsId}/subscriptions/{subscriptionId},Modify a background data transfer subscription resource to select one of the transfer policies offered by the SCEF.
delete,{apiRoot}/3gpp-bdt/v1/{scsAsId}/subscriptions/{subscriptionId},Delete a background data transfer resource.
post,{apiRoot}/aef-security/v1/check-authentication,Check authentication.
post,{apiRoot}/aef-security/v1/revoke-authorization,Revoke authorization.
get,{apiRoot}/access-control-policy/v1/accessControlPolicyList/{serviceApiId},Retrieves the access control policy list.
post,{apiRoot}/api-invoker-management/v1/onboardedInvokers,Creates a new individual API Invoker profile.
delete,{apiRoot}/api-invoker-management/v1/onboardedInvokers/{onboardingId},Deletes an individual API Invoker.
put,{apiRoot}/api-invoker-management/v1/onboardedInvokers/{onboardingId},Updates an individual API invoker details.
patch,{apiRoot}/api-invoker-management/v1/onboardedInvokers/{onboardingId},Modify an individual API invoker details.
post,{apiRoot}/api-provider-management/v1/registrations,Registers a new API Provider domain with API provider domain functions profiles.
delete,{apiRoot}/api-provider-management/v1/registrations/{registrationId},Deregisters API provider domain by deleting API provider domain and functions.
put,{apiRoot}/api-provider-management/v1/registrations/{registrationId},Updates an API provider domain's registration details.
patch,{apiRoot}/api-provider-management/v1/registrations/{registrationId},Modify an individual API provider details.
get,{apiRoot}/logs/v1/apiInvocationLogs,Query and retrieve service API invocation logs stored on the CAPIF core function.
get,{apiRoot}/service-apis/v1/allServiceAPIs,Discover published service APIs and retrieve a collection of APIs according to certain filter criteria.
post,{apiRoot}/capif-events/v1/{subscriberId}/subscriptions,Creates a new individual CAPIF Event Subscription.
delete,{apiRoot}/capif-events/v1/{subscriberId}/subscriptions/{subscriptionId},Deletes an individual CAPIF Event Subscription.
post,{apiRoot}/api-invocation-logs/v1/{aefId}/logs,Creates a new log entry for service API invocations.
post,{apiRoot}/published-apis/v1/{apfId}/service-apis,Publish a new API.
get,{apiRoot}/published-apis/v1/{apfId}/service-apis,Retrieve all published APIs.
get,{apiRoot}/published-apis/v1/{apfId}/service-apis/{serviceApiId},Retrieve a published service API.
put,{apiRoot}/published-apis/v1/{apfId}/service-apis/{serviceApiId},Update a published service API.
patch,{apiRoot}/published-apis/v1/{apfId}/service-apis/{serviceApiId},Modify an existing published service API.
delete,{apiRoot}/published-apis/v1/{apfId}/service-apis/{serviceApiId},Unpublish a published service API.
get,{apiRoot}/capif-routing-info/v1/service-apis/{serviceApiId},Retrieves the API routing information.
get,{apiRoot}/capif-security/v1/trustedInvokers/{apiInvokerId},
put,{apiRoot}/capif-security/v1/trustedInvokers/{apiInvokerId},
delete,{apiRoot}/capif-security/v1/trustedInvokers/{apiInvokerId},
post,{apiRoot}/capif-security/v1/trustedInvokers/{apiInvokerId}/update,
post,{apiRoot}/capif-security/v1/trustedInvokers/{apiInvokerId}/delete,
post,{apiRoot}/capif-security/v1/securities/{securityId}/token,
post,{apiRoot}/naf-auth/v1/request-auth,UAV authentication
post,{apiRoot}/nnef-authentication/v1/uav-authentications,UAV authentication
post,{apiRoot}/uae-c2opmode-mngt/v1/initiate,Request the provisioning of C2 Operation Mode configuration information for a UAS (i.e. pair of UAV and UAV-C).
get,{apiRoot}/uae-uav-status/v1/subscriptions,Retrieve all the active real-time UAV status subscriptions managed by the UAE Server.
post,{apiRoot}/uae-uav-status/v1/subscriptions,Request the creation of a subscription to real-time UAV status reporting.
get,{apiRoot}/uae-uav-status/v1/subscriptions/{subscriptionId},Retrieve a real-time UAV status subscription resource.
put,{apiRoot}/uae-uav-status/v1/subscriptions/{subscriptionId},Request the update of an existing real-time UAV status subscription.
delete,{apiRoot}/uae-uav-status/v1/subscriptions/{subscriptionId},Request the deletion of an existing real-time UAV status subscription.
post,{apiRoot}/nbsp-gba/v1/bootstrapping-info-retrieval,Retrieve Bootstrapping Info from GBA BSF from NAF
post,{apiRoot}/nbsp-gba/v1/push-info-retrieval,Retrieve Push Info from GBA BSF from Push-NAF
post,{apiRoot}/vae-app-req/v1/application-requirements,VAE_Application_Requirements resource create service Operation
get,{apiRoot}/vae-app-req/v1/application-requirements/{requirementId},VAE Application Requirement resource read service Operation
delete,{apiRoot}/vae-app-req/v1/application-requirements/{requirementId},VAE Application Requirement resource delete service Operation
post,{apiRoot}/vae-dynamic-group/v1/group-configurations,VAE_Dynamice_Group resource create service Operation
get,{apiRoot}/vae-dynamic-group/v1/group-configurations/{configId},VAE Group Configuration resource read service Operation
delete,{apiRoot}/vae-dynamic-group/v1/group-configurations/{configId},VAE Group Configuration resource delete service Operation
post,{apiRoot}/vae-file-distribution/v1/file-distributions,VAE File Distributions resource create service Operation
get,{apiRoot}/vae-file-distribution/v1/file-distributions/{distributionId},Get an existing individual file distribution resource
delete,{apiRoot}/vae-file-distribution/v1/file-distributions/{distributionId},VAE File Distribution resource delete service Operation
post,{apiRoot}/vae-hdmap-dynamic-info/v1/subscriptions,VAE_HDMapDynamicInfo resource create service Operation
get,{apiRoot}/vae-hdmap-dynamic-info/v1/subscriptions/{subscriptionId},VAE HdMap DynamicInfo Subscription resource read service Operation
delete,{apiRoot}/vae-hdmap-dynamic-info/v1/subscriptions/{subscriptionId},VAE HdMap DynamicInfo Subscription resource delete service Operation
post,{apiRoot}/vae-message-delivery/v1/subscriptions,Create a new Individual Message Delivery Data Subscription resource
get,{apiRoot}/vae-message-delivery/v1/subscriptions/{subscriptionId},Get an existing individual Message Delivery Subscription resource
delete,{apiRoot}/vae-message-delivery/v1/subscriptions/{subscriptionId},Delete an individual Message Delivery Subscription resource
post,{apiRoot}/vae-message-delivery/v1/subscriptions/{subscriptionId}/message-deliveries,VAE Message delivery resource create service Operation
get,{apiRoot}/vae-message-delivery/v1/subscriptions/{subscriptionId}/message-deliveries/{dlDeliveryId},VAE Message delivery resource Read service Operation
delete,{apiRoot}/vae-message-delivery/v1/subscriptions/{subscriptionId}/message-deliveries/{dlDeliveryId},VAE Message delivery resource delete service Operation
post,{apiRoot}/vae-pc5-prov-req/v1/subscriptions,VAE_PC5 Provisioning Requirement resource create service Operation
get,{apiRoot}/vae-pc5-prov-req/v1/subscriptions/{subscriptionId},VAE PC5 Provisioning Requirement Subscription resource read service Operation
put,{apiRoot}/vae-pc5-prov-req/v1/subscriptions/{subscriptionId},Updates/replaces an existing subscription resource
delete,{apiRoot}/vae-pc5-prov-req/v1/subscriptions/{subscriptionId},VAE PC5 Provisioning Requirement Subscription resource delete service Operation
get,{apiRoot}/vae-service-continuity/v1/geo-areas/{geoId},VAE service continuity query service operation
post,{apiRoot}/vae-session-Oriented-service/v1/subscriptions,VAE_SessionOrientedService resource create service Operation
get,{apiRoot}/vae-session-Oriented-service/v1/subscriptions/{subscriptionId},VAE Session Oriented Service Subscription resource read service Operation
put,{apiRoot}/vae-session-Oriented-service/v1/subscriptions/{subscriptionId},Updates/replaces an existing subscription resource
delete,{apiRoot}/vae-session-Oriented-service/v1/subscriptions/{subscriptionId},VAE Session Oriented Service Subscription resource delete service Operation
post,{apiRoot}/vae-v2v-config-req/v1/configurations,VAE V2V Configuration resource create service Operation
get,{apiRoot}/vae-v2v-config-req/v1/configurations/{configurationId},VAE V2V Configuration resource read service Operation
put,{apiRoot}/vae-v2v-config-req/v1/configurations/{configurationId},Updates/replaces an existing configuration resource
delete,{apiRoot}/vae-v2v-config-req/v1/configurations/{configurationId},VAE V2V Configuration resource delete service Operation
post,{apiRoot}/nsmf-pdusession/v1/sm-contexts,Create SM Context
post,{apiRoot}/nsmf-pdusession/v1/sm-contexts/{smContextRef}/retrieve,Retrieve SM Context
post,{apiRoot}/nsmf-pdusession/v1/sm-contexts/{smContextRef}/modify,Update SM Context
post,{apiRoot}/nsmf-pdusession/v1/sm-contexts/{smContextRef}/release,Release SM Context
post,{apiRoot}/nsmf-pdusession/v1/sm-contexts/{smContextRef}/send-mo-data,Send MO Data
post,{apiRoot}/nsmf-pdusession/v1/pdu-sessions,Create
post,{apiRoot}/nsmf-pdusession/v1/pdu-sessions/{pduSessionRef}/modify,Update (initiated by V-SMF or I-SMF)
post,{apiRoot}/nsmf-pdusession/v1/pdu-sessions/{pduSessionRef}/release,Release
post,{apiRoot}/nsmf-pdusession/v1/pdu-sessions/{pduSessionRef}/retrieve,Retrieve
post,{apiRoot}/nsmf-pdusession/v1/pdu-sessions/{pduSessionRef}/transfer-mo-data,Transfer MO Data
post,{apiRoot}/nudm-ee/v1/{ueIdentity}/ee-subscriptions,Subscribe
delete,{apiRoot}/nudm-ee/v1/{ueIdentity}/ee-subscriptions/{subscriptionId},Unsubscribe
patch,{apiRoot}/nudm-ee/v1/{ueIdentity}/ee-subscriptions/{subscriptionId},Patch
get,{apiRoot}/nudm-mt/v1/{supi},Query Information for the UE
post,{apiRoot}/nudm-mt/v1/{supi}/loc-info/provide-loc-info,Provides the UE's 5GS location information
post,{apiRoot}/nudm-niddau/v1/{ueIdentity}/authorize,Authorize the NIDD configuration request.
patch,{apiRoot}/nudm-pp/v1/{ueId}/pp-data,provision parameters
put,{apiRoot}/nudm-pp/v1/5g-vn-groups/{extGroupId},create a 5G VN Group
delete,{apiRoot}/nudm-pp/v1/5g-vn-groups/{extGroupId},delete a 5G VN Group
patch,{apiRoot}/nudm-pp/v1/5g-vn-groups/{extGroupId},modify a 5G VN Group
get,{apiRoot}/nudm-pp/v1/5g-vn-groups/{extGroupId},get 5G VN Group
put,{apiRoot}/nudm-pp/v1/{ueId}/pp-data-store/{afInstanceId},Create a Provisioning Parameter Data Entry
delete,{apiRoot}/nudm-pp/v1/{ueId}/pp-data-store/{afInstanceId},Delete a Provisioning Parameter Data Entry
get,{apiRoot}/nudm-pp/v1/{ueId}/pp-data-store/{afInstanceId},get Parameter Provisioning Data Entry
post,{apiRoot}/nudm-rsds/v1/{ueIdentity}/sm-delivery-status,Report the SM Delivery Status
get,{apiRoot}/nudm-sdm/v2/{supi},retrieve multiple data sets
get,{apiRoot}/nudm-sdm/v2/{supi}/nssai,retrieve a UE's subscribed NSSAI
get,{apiRoot}/nudm-sdm/v2/{supi}/ue-context-in-amf-data,retrieve a UE's UE Context In AMF Data
get,{apiRoot}/nudm-sdm/v2/{supi}/am-data,retrieve a UE's Access and Mobility Subscription Data
get,{apiRoot}/nudm-sdm/v2/{supi}/am-data/ecr-data,retrieve a UE's subscribed Enhanced Coverage Restriction Data
get,{apiRoot}/nudm-sdm/v2/{supi}/smf-select-data,retrieve a UE's SMF Selection Subscription Data
get,{apiRoot}/nudm-sdm/v2/{supi}/ue-context-in-smf-data,retrieve a UE's UE Context In SMF Data
get,{apiRoot}/nudm-sdm/v2/{supi}/ue-context-in-smsf-data,retrieve a UE's UE Context In SMSF Data
get,{apiRoot}/nudm-sdm/v2/{supi}/trace-data,retrieve a UE's Trace Configuration Data
get,{apiRoot}/nudm-sdm/v2/{supi}/sm-data,retrieve a UE's Session Management Subscription Data
get,{apiRoot}/nudm-sdm/v2/{supi}/sms-data,retrieve a UE's SMS Subscription Data
get,{apiRoot}/nudm-sdm/v2/{supi}/sms-mng-data,retrieve a UE's SMS Management Subscription Data
get,{apiRoot}/nudm-sdm/v2/{ueId}/lcs-privacy-data,retrieve a UE's LCS Privacy Subscription Data
get,{apiRoot}/nudm-sdm/v2/{supi}/lcs-mo-data,retrieve a UE's LCS Mobile Originated Subscription Data
get,{apiRoot}/nudm-sdm/v2/{supi}/lcs-bca-data,retrieve a UE's LCS Broadcast Assistance Data Types Subscription Data
get,{apiRoot}/nudm-sdm/v2/{supi}/v2x-data,retrieve a UE's V2X Subscription Data
get,{apiRoot}/nudm-sdm/v2/{supi}/prose-data,retrieve a UE's ProSe Subscription Data
get,{apiRoot}/nudm-sdm/v2/{supi}/5mbs-data,retrieve a UE's 5MBS Subscription Data
get,{apiRoot}/nudm-sdm/v2/{supi}/uc-data,retrieve a UE's User Consent Subscription Data
post,{apiRoot}/nudm-sdm/v2/{ueId}/sdm-subscriptions,subscribe to notifications
delete,{apiRoot}/nudm-sdm/v2/{ueId}/sdm-subscriptions/{subscriptionId},unsubscribe from notifications
patch,{apiRoot}/nudm-sdm/v2/{ueId}/sdm-subscriptions/{subscriptionId},modify the subscription
get,{apiRoot}/nudm-sdm/v2/{ueId}/id-translation-result,retrieve a UE's SUPI or GPSI
put,{apiRoot}/nudm-sdm/v2/{supi}/am-data/sor-ack,Nudm_Sdm Info service operation
put,{apiRoot}/nudm-sdm/v2/{supi}/am-data/upu-ack,Nudm_Sdm Info for UPU service operation
put,{apiRoot}/nudm-sdm/v2/{supi}/am-data/subscribed-snssais-ack,Nudm_Sdm Info operation for S-NSSAIs acknowledgement
put,{apiRoot}/nudm-sdm/v2/{supi}/am-data/cag-ack,Nudm_Sdm Info operation for CAG acknowledgement
post,{apiRoot}/nudm-sdm/v2/{supi}/am-data/update-sor,Nudm_Sdm custom operation to trigger SOR info update
get,{apiRoot}/nudm-sdm/v2/shared-data,retrieve shared data
post,{apiRoot}/nudm-sdm/v2/shared-data-subscriptions,subscribe to notifications for shared data
delete,{apiRoot}/nudm-sdm/v2/shared-data-subscriptions/{subscriptionId},unsubscribe from notifications for shared data
patch,{apiRoot}/nudm-sdm/v2/shared-data-subscriptions/{subscriptionId},modify the subscription
get,{apiRoot}/nudm-sdm/v2/group-data/group-identifiers,Mapping of Group Identifiers
get,{apiRoot}/nudm-sdm/v2/shared-data/{sharedDataId},retrieve the individual shared data
get,{apiRoot}/nudm-sdm/v2/multiple-identifiers,Mapping of UE Identifiers
post,{apiRoot}/nudm-ssau/v1/{ueIdentity}/{serviceType}/authorize,Authorization for the Service specific parameters in the request.
post,{apiRoot}/nudm-ssau/v1/{ueIdentity}/{serviceType}/remove,Remove the authorization of specific service's configuration.
post,{apiRoot}/nudm-ueau/v1/{supiOrSuci}/security-information/generate-auth-data,Generate authentication data for the UE
get,{apiRoot}/nudm-ueau/v1/{supiOrSuci}/security-information-rg,Get authentication data for the FN-RG
post,{apiRoot}/nudm-ueau/v1/{supi}/auth-events,Create a new confirmation event
post,{apiRoot}/nudm-ueau/v1/{supi}/hss-security-information/{hssAuthType}/generate-av,Generate authentication data for the UE in EPS or IMS domain
put,{apiRoot}/nudm-ueau/v1/{supi}/auth-events/{authEventId},Deletes the authentication result in the UDM
post,{apiRoot}/nudm-ueau/v1/{supi}/gba-security-information/generate-av,Generate authentication data for the UE in GBA domain
post,{apiRoot}/nudm-ueau/v1/{supiOrSuci}/prose-security-information/generate-av,Generate authentication data for ProSe
get,{apiRoot}/nudm-uecm/v1/{ueId}/registrations,retrieve UE registration data sets
post,{apiRoot}/nudm-uecm/v1/{ueId}/registrations/send-routing-info-sm,Retreive addressing information for SMS delivery
put,{apiRoot}/nudm-uecm/v1/{ueId}/registrations/amf-3gpp-access,register as AMF for 3GPP access
patch,{apiRoot}/nudm-uecm/v1/{ueId}/registrations/amf-3gpp-access,Update a parameter in the AMF registration for 3GPP access
get,{apiRoot}/nudm-uecm/v1/{ueId}/registrations/amf-3gpp-access,retrieve the AMF registration for 3GPP access information
post,{apiRoot}/nudm-uecm/v1/{ueId}/registrations/amf-3gpp-access/dereg-amf,trigger AMF for 3GPP access deregistration
post,{apiRoot}/nudm-uecm/v1/{ueId}/registrations/amf-3gpp-access/pei-update,Updates the PEI in the 3GPP access registration context
post,{apiRoot}/nudm-uecm/v1/{ueId}/registrations/amf-3gpp-access/roaming-info-update,Update the Roaming Information
put,{apiRoot}/nudm-uecm/v1/{ueId}/registrations/amf-non-3gpp-access,register as AMF for non-3GPP access
patch,{apiRoot}/nudm-uecm/v1/{ueId}/registrations/amf-non-3gpp-access,update a parameter in the AMF registration for non-3GPP access
get,{apiRoot}/nudm-uecm/v1/{ueId}/registrations/amf-non-3gpp-access,retrieve the AMF registration for non-3GPP access information
get,{apiRoot}/nudm-uecm/v1/{ueId}/registrations/smf-registrations,retrieve the SMF registration information
put,{apiRoot}/nudm-uecm/v1/{ueId}/registrations/smf-registrations/{pduSessionId},register as SMF
delete,{apiRoot}/nudm-uecm/v1/{ueId}/registrations/smf-registrations/{pduSessionId},delete an SMF registration
get,{apiRoot}/nudm-uecm/v1/{ueId}/registrations/smf-registrations/{pduSessionId},get an SMF registration
patch,{apiRoot}/nudm-uecm/v1/{ueId}/registrations/smf-registrations/{pduSessionId},update a parameter in the SMF registration
put,{apiRoot}/nudm-uecm/v1/{ueId}/registrations/smsf-3gpp-access,register as SMSF for 3GPP access
delete,{apiRoot}/nudm-uecm/v1/{ueId}/registrations/smsf-3gpp-access,delete the SMSF registration for 3GPP access
get,{apiRoot}/nudm-uecm/v1/{ueId}/registrations/smsf-3gpp-access,retrieve the SMSF registration for 3GPP access information
put,{apiRoot}/nudm-uecm/v1/{ueId}/registrations/smsf-non-3gpp-access,register as SMSF for non-3GPP access
delete,{apiRoot}/nudm-uecm/v1/{ueId}/registrations/smsf-non-3gpp-access,delete SMSF registration for non 3GPP access
get,{apiRoot}/nudm-uecm/v1/{ueId}/registrations/smsf-non-3gpp-access,retrieve the SMSF registration for non-3GPP access information
put,{apiRoot}/nudm-uecm/v1/{ueId}/registrations/ip-sm-gw,Register an IP-SM-GW
delete,{apiRoot}/nudm-uecm/v1/{ueId}/registrations/ip-sm-gw,Delete the IP-SM-GW registration
get,{apiRoot}/nudm-uecm/v1/{ueId}/registrations/ip-sm-gw,Retrieve the IP-SM-GW registration information
post,{apiRoot}/nudm-uecm/v1/restore-pcscf,Trigger the Restoration of the P-CSCF
get,{apiRoot}/nudm-uecm/v1/{ueId}/registrations/location,retrieve the target UE's location information
get,{apiRoot}/nudm-uecm/v1/{ueId}/registrations/nwdaf-registrations,retrieve the NWDAF registration
put,{apiRoot}/nudm-uecm/v1/{ueId}/registrations/nwdaf-registrations/{nwdafRegistrationId},register as NWDAF
delete,{apiRoot}/nudm-uecm/v1/{ueId}/registrations/nwdaf-registrations/{nwdafRegistrationId},delete an NWDAF registration
patch,{apiRoot}/nudm-uecm/v1/{ueId}/registrations/nwdaf-registrations/{nwdafRegistrationId},Update a parameter in the NWDAF registration
post,{apiRoot}/nudr-dr/v2/data-restoration-events,subscribe to data restoration notifications
get,{apiRoot}/nudr-group-id-map/v1/nf-group-ids,Retrieves NF-Group IDs for provided Subscriber and NF types
get,/subscription-data/{ueId}/authentication-data/authentication-subscription,Retrieves the authentication subscription data of a UE
patch,/subscription-data/{ueId}/authentication-data/authentication-subscription,modify the authentication subscription data of a UE
put,/subscription-data/{ueId}/authentication-data/authentication-status,To store the Authentication Status data of a UE
get,/subscription-data/{ueId}/authentication-data/authentication-status,Retrieves the Authentication Status of a UE
delete,/subscription-data/{ueId}/authentication-data/authentication-status,To remove the Authentication Status of a UE
put,/subscription-data/{ueId}/authentication-data/authentication-status/{servingNetworkName},To store the individual Authentication Status data of a UE
get,/subscription-data/{ueId}/authentication-data/authentication-status/{servingNetworkName},Retrieves the Individual Authentication Status of a UE
delete,/subscription-data/{ueId}/authentication-data/authentication-status/{servingNetworkName},To remove the Individual Authentication Status of a UE
put,/subscription-data/{ueId}/ue-update-confirmation-data/sor-data,To store the SoR acknowledgement information of a UE and ME support of SOR CMCI
get,/subscription-data/{ueId}/ue-update-confirmation-data/sor-data,Retrieves the SoR acknowledgement information of a UE and ME support of SOR CMCI
patch,/subscription-data/{ueId}/ue-update-confirmation-data/sor-data,Updates the ME support of SOR CMCI information of a UE
put,/subscription-data/{ueId}/ue-update-confirmation-data/upu-data,To store the UPU acknowledgement information of a UE
get,/subscription-data/{ueId}/ue-update-confirmation-data/upu-data,Retrieves the UPU acknowledgement information of a UE
put,/subscription-data/{ueId}/ue-update-confirmation-data/subscribed-snssais,To store the NSSAI update acknowledgement information of a UE
get,/subscription-data/{ueId}/ue-update-confirmation-data/subscribed-snssais,Retrieves the UPU acknowledgement information of a UE
put,/subscription-data/{ueId}/ue-update-confirmation-data/subscribed-cag,To store the CAG update acknowledgement information of a UE
get,/subscription-data/{ueId}/ue-update-confirmation-data/subscribed-cag,Retrieves the CAG acknowledgement information of a UE
get,/subscription-data/{ueId}/{servingPlmnId}/provisioned-data,Retrieve multiple provisioned data sets of a UE
get,/subscription-data/{ueId}/{servingPlmnId}/provisioned-data/am-data,Retrieves the access and mobility subscription data of a UE
get,/subscription-data/{ueId}/{servingPlmnId}/provisioned-data/smf-selection-subscription-data,Retrieves the SMF selection subscription data of a UE
get,/subscription-data/{ueId}/{servingPlmnId}/provisioned-data/sm-data,Retrieves the Session Management subscription data of a UE
get,/subscription-data/{ueId}/context-data/amf-3gpp-access,Retrieves the AMF context data of a UE using 3gpp access
put,/subscription-data/{ueId}/context-data/amf-3gpp-access,To store the AMF context data of a UE using 3gpp access in the UDR
patch,/subscription-data/{ueId}/context-data/amf-3gpp-access,To modify the AMF context data of a UE using 3gpp access in the UDR
get,/subscription-data/{ueId}/context-data/amf-non-3gpp-access,Retrieves the AMF context data of a UE using non-3gpp access
put,/subscription-data/{ueId}/context-data/amf-non-3gpp-access,To store the AMF context data of a UE using non-3gpp access in the UDR
patch,/subscription-data/{ueId}/context-data/amf-non-3gpp-access,To modify the AMF context data of a UE using non 3gpp access in the UDR
get,/subscription-data/{ueId}/context-data/smf-registrations,Retrieves the SMF registration list of a UE
get,/subscription-data/{ueId}/context-data/smf-registrations/{pduSessionId},Retrieves the individual SMF registration of a UE
put,/subscription-data/{ueId}/context-data/smf-registrations/{pduSessionId},To create an individual SMF context data of a UE in the UDR
delete,/subscription-data/{ueId}/context-data/smf-registrations/{pduSessionId},To remove an individual SMF context data of a UE the UDR
patch,/subscription-data/{ueId}/context-data/smf-registrations/{pduSessionId},To modify the SMF context data of a UE in the UDR
get,/subscription-data/{ueId}/operator-specific-data,Retrieves the operator specific data of a UE
patch,/subscription-data/{ueId}/operator-specific-data,To modify operator specific data of a UE
put,/subscription-data/{ueId}/operator-specific-data,To create an operator-specific data resource of a UE
delete,/subscription-data/{ueId}/operator-specific-data,To remove an operator-specific data resource of a UE
put,/subscription-data/{ueId}/context-data/smsf-3gpp-access,Create the SMSF context data of a UE via 3GPP access
delete,/subscription-data/{ueId}/context-data/smsf-3gpp-access,To remove the SMSF context data of a UE via 3GPP access
get,/subscription-data/{ueId}/context-data/smsf-3gpp-access,Retrieves the SMSF context data of a UE using 3gpp access
put,/subscription-data/{ueId}/context-data/smsf-non-3gpp-access,Create the SMSF context data of a UE via non-3GPP access
delete,/subscription-data/{ueId}/context-data/smsf-non-3gpp-access,To remove the SMSF context data of a UE via non-3GPP access
get,/subscription-data/{ueId}/context-data/smsf-non-3gpp-access,Retrieves the SMSF context data of a UE using non-3gpp access
put,/subscription-data/{ueId}/context-data/ip-sm-gw,Create the IP-SM-GW context data of a UE
delete,/subscription-data/{ueId}/context-data/ip-sm-gw,To remove the IP-SM-GW context data of a UE
patch,/subscription-data/{ueId}/context-data/ip-sm-gw,Modify the IP-SM-GW context data of a UE
get,/subscription-data/{ueId}/context-data/ip-sm-gw,Retrieves the IP-SM-GW context data of a UE
put,/subscription-data/{ueId}/context-data/mwd,Create the Message Waiting Data of the UE
delete,/subscription-data/{ueId}/context-data/mwd,To remove the Message Waiting Data of the UE
patch,/subscription-data/{ueId}/context-data/mwd,Modify the Message Waiting Data of the UE
get,/subscription-data/{ueId}/context-data/mwd,Retrieves the Message Waiting Data of the UE
get,/subscription-data/{ueId}/{servingPlmnId}/provisioned-data/sms-mng-data,Retrieves the SMS management subscription data of a UE
get,/subscription-data/{ueId}/{servingPlmnId}/provisioned-data/sms-data,Retrieves the SMS subscription data of a UE
get,/subscription-data/{ueId}/pp-data,Read the profile of a given UE
patch,/subscription-data/{ueId}/pp-data,modify the provisioned parameter data
get,/subscription-data/{ueId}/pp-profile-data,Retrieves the parameter provision profile data of a UE
put,/subscription-data/{ueId}/pp-data-store/{afInstanceId},create a Provisioning Parameter Data Entry
delete,/subscription-data/{ueId}/pp-data-store/{afInstanceId},Delete a Provisioning Parameter Data Entry
get,/subscription-data/{ueId}/pp-data-store/{afInstanceId},get a Parameter Provisioning Data Entry
get,/subscription-data/{ueId}/pp-data-store,get a list of Parameter Provisioning Data Entries
get,/subscription-data/{ueId}/context-data/ee-subscriptions,Retrieves the ee subscriptions of a UE
post,/subscription-data/{ueId}/context-data/ee-subscriptions,Create individual EE subscription
put,/subscription-data/{ueId}/context-data/ee-subscriptions/{subsId},Update an individual ee subscriptions of a UE
delete,/subscription-data/{ueId}/context-data/ee-subscriptions/{subsId},Deletes a eeSubscription
patch,/subscription-data/{ueId}/context-data/ee-subscriptions/{subsId},Modify an individual ee subscription of a UE
get,/subscription-data/{ueId}/context-data/ee-subscriptions/{subsId},Retrieve a eeSubscription
put,/subscription-data/{ueId}/context-data/ee-subscriptions/{subsId}/amf-subscriptions,Create AmfSubscriptions for an individual ee subscriptions of a UE
delete,/subscription-data/{ueId}/context-data/ee-subscriptions/{subsId}/amf-subscriptions,Deletes AMF Subscription Info for an eeSubscription
patch,/subscription-data/{ueId}/context-data/ee-subscriptions/{subsId}/amf-subscriptions,modify the AMF Subscription Info
get,/subscription-data/{ueId}/context-data/ee-subscriptions/{subsId}/amf-subscriptions,Retrieve AMF subscription Info
put,/subscription-data/{ueId}/context-data/ee-subscriptions/{subsId}/smf-subscriptions,Create SMF Subscription Info
delete,/subscription-data/{ueId}/context-data/ee-subscriptions/{subsId}/smf-subscriptions,Delete SMF Subscription Info
